标题,链接,发布人,发布日期,附件名称,附件链接,附件下载量
关于组织开展第十七届中国大学生计算机设计大赛福州大学校内预选赛的通知,https://jwch.fzu.edu.cn/../info/1039/13334.htm,【实践科】,2024-03-27,附件2 2024年（第17届）中国大学生计算机设计大赛——校内选拔赛报名表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589111,835
关于组织开展第十七届中国大学生计算机设计大赛福州大学校内预选赛的通知,https://jwch.fzu.edu.cn/../info/1039/13334.htm,【实践科】,2024-03-27,附件1：中大计赛函[2024]1 号 关于举办“2024 年（第 17 届）中国大学生计算机设计大赛”的 通 知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589112,1140
关于举办福州大学第四届大学生先进成图技术与产品信息建模创新大赛的通知,https://jwch.fzu.edu.cn/../info/1039/13333.htm,【实践科】,2024-03-27,附件2：福州大学第四届大学生先进成图技术与产品信息建模创新大赛报名表.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14589086,867
关于举办福州大学第十四届大学生节能减排社会实践与科技竞赛暨第十届材料创新、设计及应用竞赛的通知,https://jwch.fzu.edu.cn/../info/1039/13331.htm,【实践科】,2024-03-22,附件1-4.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14587055,831
关于举办福州大学第八届网络信息安全竞赛的通知,https://jwch.fzu.edu.cn/../info/1039/13329.htm,【实践科】,2024-03-21,,,
关于做好2024-2025学年第一学期排课准备工作的通知,https://jwch.fzu.edu.cn/../info/1036/13322.htm,【教学运行】,2024-03-18,,,
关于更改2023-2024学年春季学期期初本科教育教学工作会议时间的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13313,【综合科】,2024-03-14,,,
关于举办福州大学第十三届大学生软件设计与服务外包创新创业竞赛的通知,https://jwch.fzu.edu.cn/../info/1039/13312.htm,【实践科】,2024-03-13,,,
关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示 ,https://jwch.fzu.edu.cn/../info/1038/13310.htm,【计划科】,2024-03-13,,,
关于召开2023-2024学年春季学期期初本科教育教学工作会议的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13309,【综合科】,2024-03-13,,,
关于转发《关于邀请省内高校大学生参与2024数字中国创新大赛的函》的通知,https://jwch.fzu.edu.cn/../info/1039/13308.htm,【实践科】,2024-03-12,附件：数字中国建设峰会组委会秘书处关于商请邀请省内高校学生参与2024数字中国创新大赛的函.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14583438,1210
关于2023-2024学年第二学期重新学习选课、缴费的通知,https://jwch.fzu.edu.cn/../info/1036/13306.htm,【教学运行】,2024-03-11,,,
关于2023-2024学年第二学期爱课程平台参加通识教育选修课学习的重要提示,https://jwch.fzu.edu.cn/../info/1038/13305.htm,【计划科】,2024-03-11,,,
关于组织教师参加第四届福建省教师教学创新大赛产教融合赛道的通知,https://jwch.fzu.edu.cn/../info/1040/13301.htm,【质量办】,2024-03-06,附件2 福州大学教师教学创新大赛产教融合赛道 学院推荐名单汇总表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581598,721
关于组织教师参加第四届福建省教师教学创新大赛产教融合赛道的通知,https://jwch.fzu.edu.cn/../info/1040/13301.htm,【质量办】,2024-03-06,附件1 关于举办第第四届全国高校教师教学创新大赛产教融合赛道赛事的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581597,1396
关于参加2024年（第十届）全国大学生统计建模大赛的通知,https://jwch.fzu.edu.cn/../info/1039/13296.htm,【实践科】,2024-03-05,,,
关于做好第三十期本科生科研训练计划项目立项申报工作的通知,https://jwch.fzu.edu.cn/../info/1039/13294.htm,【实践科】,2024-03-05,第30期SRTP附件.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14581442,3904
关于公布2023-2024学年第二学期通选课取消开课名单的通知,https://jwch.fzu.edu.cn/../info/1038/13293.htm,【计划科】,2024-03-04,,,
关于2023-2024学年第二学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,https://jwch.fzu.edu.cn/../info/1035/13280.htm,【综合科】,2024-02-29,,,
关于做好2024年3月退役复学学生转专业的通知,https://jwch.fzu.edu.cn/../info/1036/13284.htm,【教学运行】,2024-02-27,福州大学参军退伍复学后学生转专业审批表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580283,725
关于做好2024年3月退役复学学生转专业的通知,https://jwch.fzu.edu.cn/../info/1036/13284.htm,【教学运行】,2024-02-27,福州大学本科生转专业管理实施办法（暂行）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580282,935
关于通识教育选修课《国际化拔尖创新人才科研训练》宣讲会及选课的通知,https://jwch.fzu.edu.cn/../info/1038/13283.htm,【计划科】,2024-02-27,附件1国际化拔尖创新人才科研训练具体课程清单.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14580133,2819
关于2024届本科毕业生创新创业实践与素质拓展学分认定工作的通知,https://jwch.fzu.edu.cn/../info/1039/13281.htm,【实践科】,2024-02-26,福州大学本科生创新创业实践与素质拓展学分申报汇总表、申请表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579917,2642
关于2023-2024学年第二学期港澳台侨学生思政课和军事课程退选替代的通知,https://jwch.fzu.edu.cn/../info/1038/13279.htm,【计划科】,2024-02-25,2023-2024学年第二学期国情课列表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579883,1104
关于对2023年学院教学有关数据进行统计的通知,https://jwch.fzu.edu.cn/../info/1039/13278.htm,【实践科】,2024-02-25,2023年学院教学有关数据统计表格下载.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579832,998
关于2023-2024学年第二学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/../info/1038/13277.htm,【计划科】,2024-02-25,超星尔雅使用手册（学生版）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579829,2585
关于2023-2024学年第二学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/../info/1038/13277.htm,【计划科】,2024-02-25,24春夏智慧树学生手册更新（可导学用）最新E(2).pptx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14583720,733
关于2023-2024学年第二学期通识教育选修课选课的通知,https://jwch.fzu.edu.cn/../info/1038/13277.htm,【计划科】,2024-02-25,慕课堂学生操作手册.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579831,2540
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/13276.htm,【质量办】,2024-02-25,附件1：福州大学课堂教学质量评估表.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579817,624
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/13276.htm,【质量办】,2024-02-25,附件2：2023-2024学年第二学期第一周课表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579818,666
关于开学第一周集中听课的通知,https://jwch.fzu.edu.cn/../info/1040/13276.htm,【质量办】,2024-02-25,附件3：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14579819,554
关于2023-2024第二学期学期选课、辅修选课补退选的通知,https://jwch.fzu.edu.cn/../info/1036/13275.htm,【教学运行】,2024-02-25,,,
关于推荐申报实验教学和教学实验室建设研究项目的通知,https://jwch.fzu.edu.cn/../info/1039/13272.htm,【实践科】,2024-02-06,附件1：实验教学和教学实验室建设研究项目申报书.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14578976,930
关于推荐申报实验教学和教学实验室建设研究项目的通知,https://jwch.fzu.edu.cn/../info/1039/13272.htm,【实践科】,2024-02-06,附件2：实验教学和教学实验室建设研究项目推荐汇总表（福建省）.xls,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14578975,829
关于推荐申报实验教学和教学实验室建设研究项目的通知,https://jwch.fzu.edu.cn/../info/1039/13272.htm,【实践科】,2024-02-06,附件3：教高司函〔2024〕1号教育部高等教育司关于开展实验教学和教学实验室建设研究工作的通知（3月29日前）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14578977,979
关于2024年春季学期《大学物理实验》绪论课程教室安排的通知,https://jwch.fzu.edu.cn/../info/1036/13254.htm,【教学运行】,2024-01-20,2024大物实验（上）绪论排课.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14576449,1120
教务处关于2024年寒假用印安排的通知,https://jwch.fzu.edu.cn/../content.jsp?urltype=news.NewsContentUrl&wbtreeid=1035&wbnewsid=13252,【综合科】,2024-01-20,,,
关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,https://jwch.fzu.edu.cn/../info/1042/13251.htm,【教材中心】,2024-01-18,福建省教育厅关于开展福建省“十四五”普通高等教育本科规划教材建设工作的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575797,990
关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,https://jwch.fzu.edu.cn/../info/1042/13251.htm,【教材中心】,2024-01-18,附件1.福建省普通高等教育“十四五”规划教材建设立项申报书.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575798,931
关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,https://jwch.fzu.edu.cn/../info/1042/13251.htm,【教材中心】,2024-01-18,附件2.福建省普通高等学校“十四五”规划教材建设项目申报汇总表.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575799,745
关于组织申报福建省“十四五”普通高等教育本科规划教材建设项目的通知,https://jwch.fzu.edu.cn/../info/1042/13251.htm,【教材中心】,2024-01-18,单位审核意见书（参考模板）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14575800,861
关于上报学院本科教育教学质量保障2023年工作总结和2024年工作计划的通知,https://jwch.fzu.edu.cn/../info/1040/13248.htm,【质量办】,2024-01-12,,,
关于核对2023-2024学年第二学期通识教育选修课开课信息的通知,https://jwch.fzu.edu.cn/../info/1038/13245.htm,【计划科】,2024-01-11,,,
关于召开2023-2024学年秋季学期期末本科教育教学工作会议的通知,https://jwch.fzu.edu.cn/../info/1035/13242.htm,【综合科】,2024-01-10,,,
关于2023-2024学年第二学期辅修专业选课的通知,https://jwch.fzu.edu.cn/../info/1036/13241.htm,【教学运行】,2024-01-09,,,
关于组织参加2024年美国大学生数学建模竞赛通知,https://jwch.fzu.edu.cn/../info/1039/13231.htm,【实践科】,2024-01-08,附录：2024年2月美国大学生数学建模竞赛介绍及参赛流程.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14573632,5213
关于做好期末复习考试及下学期开学等工作的通知,https://jwch.fzu.edu.cn/../info/1036/13221.htm,【教学运行】,2024-01-03,,,
关于2023-2024学年第一学期《高等数学C（上）》、《高等数学D》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13213.htm,【教学运行】,2024-01-02,2301高等数学C（上）、D期末考试 1.19下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571714,985
关于2023-2024学年第一学期《高等数学A（上）》、《高等数学B（上）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13212.htm,【教学运行】,2024-01-02,2301高等数学A（上）、B（上）期末考试 1.19上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571713,1126
关于2023-2024学年第一学期《大学物理A（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13211.htm,【教学运行】,2024-01-02,2301大学物理A（下）期末考试 1.18上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571712,817
关于2023-2024学年第一学期《大学英语（二）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13210.htm,【教学运行】,2024-01-02,2301大学英语（二）期末考试 1.15上午、下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571711,970
关于2023-2024学年第一学期《大学英语（一）》、《大学英语（三）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13209.htm,【教学运行】,2024-01-02,2301大学英语（一）、（三）期末考试 1.14上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571710,714
关于2023-2024学年第一学期《工程制图A（上）》、《工程制图C（上）》、《工程制图D》、《工程制图F》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13208.htm,【教学运行】,2024-01-02,2301制图A(上）、C（上）、D、F期末考试 1.13上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14571709,737
关于公布大学生校外实践教学基地检查结果的通知,https://jwch.fzu.edu.cn/../info/1039/13207.htm,【实践科】,2023-12-29,附件：福州大学大学生校外实践教学基地检查评估结果汇总表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14569528,1208
关于公布首批大学生示范性校外实践教学基地名单的通知,https://jwch.fzu.edu.cn/../info/1039/13206.htm,【实践科】,2023-12-28,,,
关于开展福建省第二批新工科教育优秀教学案例征集、实践平台共建共享推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13204.htm,【教研教改】,2023-12-26,第二批福建省新工科教育联盟新工科教育优秀教学案例征集、实践平台共建共享工作附件3——附件6.rar,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183994,809
关于开展福建省第二批新工科教育优秀教学案例征集、实践平台共建共享推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13204.htm,【教研教改】,2023-12-26,福建省新工科教育联盟关于开展第二批新工科教育优秀教学案例征集、实践平台共建共享工作的通知（含章）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183995,1110
关于开展福建省高校第二批课程思政优秀教学案例推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13203.htm,【教研教改】,2023-12-26,福建省高校课程思政教育联盟关于开展第二批课程思政优秀教学案例征集工作的通知20231127.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183975,1026
关于开展福建省高校第二批课程思政优秀教学案例推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13203.htm,【教研教改】,2023-12-26,福建省高校课程思政教育联盟关于开展第二批课程思政优秀教学案例征集工作的通知（含章）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13183976,1359
福州大学关于公布2023年教师教学创新大赛获奖名单的通知,https://jwch.fzu.edu.cn/../info/1040/13201.htm,【质量办】,2023-12-26,,,
关于2023-2024学年第二学期本科生学期选课的通知,https://jwch.fzu.edu.cn/../info/1036/13198.htm,【教学运行】,2023-12-25,,,
关于2024年元旦放假课程调整的通知,https://jwch.fzu.edu.cn/../info/1036/13197.htm,【教学运行】,2023-12-25,,,
关于转发教育部高等教育司《关于公布2023年产学合作协同育人项目立项名单的通知》的通知,https://jwch.fzu.edu.cn/../info/1037/13196.htm,【教研教改】,2023-12-21,,,
关于2023-2024学年第一学期《大学英语（四）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13195.htm,【教学运行】,2023-12-21,2301英语四期末考试 1.7下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13182804,934
关于2023-2024学年第一学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13194.htm,【教学运行】,2023-12-21,2301线代期末考试 1.7上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13182803,827
关于2023-2024学年第一学期计算机语言类课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13193.htm,【教学运行】,2023-12-21,2301 计算机语言期末考试 1.6上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13182800,719
关于做好2023年省级以上大学生创新创业训练计划项目和第二十九期本科生科研训练计划项目中期检查工作的通知,https://jwch.fzu.edu.cn/../info/1039/13191.htm,【实践科】,2023-12-19,附件.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13181295,2378
关于2023-2024学年第一学期《思想道德与法治》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13182.htm,【教学运行】,2023-12-18,2301思法随堂考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13180641,1388
关于2023-2024学年第一学期《中国近现代史纲要》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13181.htm,【教学运行】,2023-12-18,2301 近现代史纲要期末考 .xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13180640,1163
关于2023年新上岗教师教学达标培训班教师配备导师的通知,https://jwch.fzu.edu.cn/../info/1040/13173.htm,【质量办】,2023-12-15,2023年福州大学新上岗教师教学达标培训班名单（配导师）.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13179265,1471
关于举办福州大学第十届桥梁设计大赛的通知,https://jwch.fzu.edu.cn/../info/1039/13167.htm,【实践科】,2023-12-06,附件1：福州大学第十届桥梁设计大赛报名表20231126.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176359,799
关于举办福州大学第十届桥梁设计大赛的通知,https://jwch.fzu.edu.cn/../info/1039/13167.htm,【实践科】,2023-12-06,附件2：福州大学第十届桥梁设计大赛-竞赛细则20231126.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13178630,867
关于举办福州大学第十届桥梁设计大赛的通知,https://jwch.fzu.edu.cn/../info/1039/13167.htm,【实践科】,2023-12-06,附件3：福州大学第十届桥梁设计大赛-桥址信息20231126.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176358,912
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件2：教育部关于一流本科课程建设的实施意见（教高〔2019〕8号）.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176112,913
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件1：教育部办公厅关于开展第三批国家级 一流本科课程认定工作的通知（教高厅函〔2023〕24 号）.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176113,737
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件3：第三批国家级一流本科课程申报说明.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176114,1916
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件4：社会实践课程申报书（第三批）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176115,736
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件4：课程数据信息表（线上课程申报书附件）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176116,864
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件4：线上课程申报书（第三批）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176117,1014
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件4：线下课程申报书（第三批）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176118,831
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件4：虚拟仿真实验教学课程申报书（第三批）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176119,986
福州大学关于开展第三批国家级一流本科课程申报推荐工作的通知,https://jwch.fzu.edu.cn/../info/1037/13166.htm,【教研教改】,2023-12-06,附件4；线上线下混合式课程申报书（第三批）.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13176120,866
转发教育部办公厅关于印发《 “十四五”普通高等教育本科国家级规划教材建设实施方案》的通知,https://jwch.fzu.edu.cn/../info/1042/13164.htm,【教材中心】,2023-12-05,教育部办公厅关于印发《“十四五”普通高等教育本科国家级规划教材建设实施方案》的通知.pdf,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175516,933
关于2023-2024学年第一学期《马克思主义基本原理》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13163.htm,【教学运行】,2023-12-05,2301 马克思主义基本原理期末随堂考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175500,936
关于2023-2024学年第一学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13162.htm,【教学运行】,2023-12-05,2301 毛概论期末随堂考.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175476,1003
关于做好2024届本科生毕业设计（论文）工作的通知,https://jwch.fzu.edu.cn/../info/1039/13155.htm,【实践科】,2023-12-04,附件：2024届福州大学本科生毕业设计（论文）有关表格.zip,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13175534,4199
关于2023-2024学年第二学期修读辅修专业学生名单的公示,https://jwch.fzu.edu.cn/../info/1038/13154.htm,【计划科】,2023-12-04,,,
关于开展大学生校外实践教学基地抽检评审的通知,https://jwch.fzu.edu.cn/../info/1039/13152.htm,【实践科】,2023-11-29,附件：福州大学大学生校外实践教学基地抽查评审一览表.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13173085,1265
关于公布2023年福州大学课程思政示范项目立项建设名单的通知,https://jwch.fzu.edu.cn/../info/1037/13151.htm,【教研教改】,2023-11-28,,,
关于2023-2024学年第一学期《概率论与数理统计》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13147.htm,【教学运行】,2023-11-27,2301概率期末考12.17上午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13171845,906
关于2023-2024学年第一学期《大学物理B（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/../info/1036/13146.htm,【教学运行】,2023-11-27,2301大物B（下）期末考12.17下午.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13171844,955
关于做好2023-2024学年第二学期教材选用及征订工作的通知,https://jwch.fzu.edu.cn/../info/1042/13144.htm,【教材中心】,2023-11-23,附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2023年09月，共计116种）.xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170310,967
关于做好2023-2024学年第二学期教材选用及征订工作的通知,https://jwch.fzu.edu.cn/../info/1042/13144.htm,【教材中心】,2023-11-23,附件2：全国大中专教学用书目录(2024春).xlsx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13170311,1024
关于公布第十五届蓝桥杯全国软件和信息技术专业人才大赛省赛参赛资格名单的通知,https://jwch.fzu.edu.cn/../info/1039/13142.htm,【实践科】,2023-11-22,附件1.docx,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13169777,2254
关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/../info/1039/13134.htm,【实践科】,2023-11-17,附件1.团队高校指导老师承诺书.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168775,901
关于举办第十四届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/../info/1039/13134.htm,【实践科】,2023-11-17,附件2.参赛团队承诺与说明书.doc,https://jwch.fzu.edu.cn//system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13168776,863
